scenario_id,scenario_label,component_type,quality_state_before,route_id,risk_row_count,cvar_model_weight_sum,residual_cvar95_weighted_sum,cvar95_weighted_sum,risk_index_weighted_sum,risk_index_max,impact_cost_mean_sum,var95_loss_max,route_tail_loss_rmb,route_cvar95_loss_rmb,route_risk_index
S001,nominal,base,A,R2,9,4.45161862,818733.9015218981,892567.6580393345,1.8064759809573714,0.76872336,694854.5717,800858.6935,183918.248936136,200504.07149194073,0.40580205430027866
S001,nominal,base,A,R6,9,4.5448453,127685.04217947587,137267.72761505982,1.893951789633026,0.66203925,183009.2847,62806.6328,28094.474894332678,30202.948297285235,0.4167252490712997
S001,nominal,base,B,R2,9,4.46471492,809374.7518005752,881454.7952645225,1.8220979277738278,0.76954596,695818.5599,800902.4484,181282.51552521862,197426.89310710182,0.40811069920984516
S001,nominal,base,B,R3,9,4.67824389,698008.5130427969,760928.2967466427,2.1096681628584073,0.79040274,607276.4218,636087.6691,149203.10472372506,162652.54968283465,0.45095300981805103
S001,nominal,base,B,R5,9,4.7473069500000005,170187.67464669317,184766.0424139543,2.1924633111040346,0.77954536,206678.5483,61928.2243,35849.30918500923,38920.18029589477,0.4618330632916067
S001,nominal,base,B,R6,9,4.5516805,125654.54700699888,134797.88204935455,1.900660451098597,0.66203925,183285.399,62831.1619,27606.187869952402,29614.970130121073,0.4175733448555093
S001,nominal,base,C,R3,9,4.74897879,706412.1215136945,769973.2171464979,2.2026103544440074,0.79453626,612747.6932,636372.9929,148750.32143777894,162134.48221075293,0.4638071576739991
S001,nominal,base,C,R4,9,5.00894711,468394.90924436843,510429.6910330244,2.5696461190742657,0.80777508,430065.156,322610.2987,93511.6500450268,101903.58968135009,0.5130112302332267
S001,nominal,base,C,R5,9,4.8194102999999995,177401.52220524207,192414.67945655808,2.286423841012505,0.78259456,211445.1645,61030.4959,36809.798535983144,39924.94257161672,0.4744198353505003
S001,nominal,base,C,R6,9,4.56487456,126735.18970489004,135974.56520711878,1.9133060369764598,0.66205095,183665.0204,62862.7608,27763.126464725912,29787.141666192638,0.4191366075514811
S001,nominal,base,C,R7,9,5.81195989,758488.0230609836,823748.6801257536,4.0442724639995085,0.95172178,306130.0537,659699.8518,130504.68988370524,141733.37320222863,0.6958534712116722
S001,nominal,base,D,R4,9,5.3747866,610058.5601371285,665434.315776936,3.1205558707201346,0.84312096,469182.1135,323336.508,113503.77336602134,123806.6485796731,0.5805915849236013
S001,nominal,base,D,R6,9,4.6679378499999995,141855.80560858326,152443.11280588034,2.023532036920652,0.66328251,185163.3449,62890.7867,30389.394667836736,32657.485533120445,0.4334959251697519
S001,nominal,base,D,R7,9,5.86824073,825690.5119296911,897083.592648303,4.1625435900949075,0.96495932,318112.5712,723237.3857,140704.94887991602,152870.95978564312,0.7093341567967522
S001,nominal,bed,A,R1,9,4.43589005,5087803.29141765,5581457.36845254,1.7717632200549984,0.75676452,4717246.4376,4707104.8144,1146963.3453646242,1258249.709875595,0.39941549499293794
S001,nominal,bed,A,R2,9,4.45264774,5747407.558097829,6285660.683028581,1.7968939657186516,0.76104204,5425176.2894,5598982.1715,1290784.2465206622,1411668.0793231986,0.4035562817099589
S001,nominal,bed,A,R6,9,4.63777386,1662224.3015433976,1815429.8139319613,2.0229459454800924,0.70231552,2246862.2223,1270366.605,358409.9509205905,391444.22922163806,0.43618900070304256
S001,nominal,bed,B,R2,9,4.46567033,5623955.905610582,6140021.039013622,1.8121453387580722,0.76187202,5434823.4797,5599015.3107,1259375.5226016834,1374938.270244777,0.405794697065798
S001,nominal,bed,B,R3,9,4.67203984,4536395.78628903,4962953.153341122,2.0893848973153086,0.78347796,4545406.5748,4054943.5884,970966.8456699268,1062266.8734222783,0.44721041961733543
S001,nominal,bed,B,R5,9,4.74158494,1887391.1054804972,2073839.734109187,2.171160784070182,0.77288644,2433908.1593,1126980.3461,398050.6791217574,437372.6845245942,0.4578976885459279
S001,nominal,bed,B,R6,9,4.64450783,1630151.3019860007,1777495.6216384072,2.029684063608255,0.70231552,2247784.188,1270385.4943,350984.7246798593,382709.14523109054,0.4370073510260946
S001,nominal,bed,C,R3,9,4.74144761,4591548.168787603,5023806.552567643,2.1792486919709666,0.78730152,4591246.4752,4055028.9183,968385.3005364334,1059551.2100507303,0.45961673970093003
S001,nominal,bed,C,R4,9,5.01458013,4008461.344535828,4416521.077356478,2.5574548743307792,0.80225898,4112130.2553,3126993.2712,799361.3105422305,880735.9664938644,0.5100037905528053
S001,nominal,bed,C,R5,9,4.81282734,1932601.2308878733,2123271.177399073,2.2625880268768332,0.77575078,2469433.1795,1127069.3728,401552.16349146515,441169.19793741714,0.47011618473660705
S001,nominal,bed,C,R6,9,4.6575533600000005,1633714.328344202,1781371.8288238975,2.0423573671233686,0.70233028,2249195.0735,1270409.8222,350766.6369160399,382469.44074171537,0.43850434106961433
S001,nominal,bed,C,R7,9,5.85312296,9718064.077614592,10609369.598415773,4.132161614089631,0.96826479,3915317.029,8721008.556,1660321.1899062158,1812599.8156744298,0.7059755351679183
S001,nominal,bed,D,R4,9,5.38363895,5470832.271430339,6040426.051365071,3.1169837883081244,0.83777514,4519386.7981,3429131.3009,1016195.9823532257,1121996.8700473628,0.5789734076257332
S001,nominal,bed,D,R6,9,4.76076886,1700907.9851537356,1856204.6317707908,2.152819297525522,0.70363942,2265021.0059,1270431.4794,357275.90126140584,389895.9782245742,0.4521999199779512
S001,nominal,bed,D,R7,9,5.8749113,9926378.273255749,10836843.806118699,4.170527165789914,0.97155086,3951687.7429,8919187.9096,1689621.8115251798,1844597.0079784351,0.7098876821833743
S001,nominal,boring_spindle,A,R1,9,4.41046278,1361297.9356432713,1508524.12790524,1.7358436045598908,0.74573033,1597924.4318,1044642.7395,308651.94959048525,342033.0707121941,0.3935740286555351
S001,nominal,boring_spindle,A,R2,9,4.42387377,1238081.9929002551,1362024.0982199358,1.7562279495366648,0.75008327,1636076.3176999998,803333.0569,279863.770367086,307880.4163573446,0.3969887118946128
S001,nominal,boring_spindle,A,R6,9,4.55951784,1325678.455800104,1448588.2359037288,1.8965181641735032,0.63788307,1883573.2577,1077663.9419,290749.7025606778,317706.4520277716,0.4159470871098737
S001,nominal,boring_spindle,B,R2,9,4.44183801,1147666.4948599671,1255308.8688716735,1.7782880537893102,0.75099065,1644764.7602,803365.1467,258376.48565215623,282610.2316305933,0.4003495962225129
S001,nominal,boring_spindle,B,R3,9,4.6334251900000005,1387049.4325268555,1525158.424674325,2.0336974848961655,0.77290349,1848409.4308,808029.9259,299357.25206493627,329164.35728065023,0.4389188130813795
S001,nominal,boring_spindle,B,R5,9,4.71401926,1444853.842212817,1589793.1535455892,2.1340102229744313,0.77747639,1892241.8535,808447.6897,306501.47199712903,337247.9122084854,0.4526944217394715
S001,nominal,boring_spindle,B,R6,9,4.56618188,1302032.7203196944,1420480.7392898954,1.9032505689643129,0.63788307,1884691.2043,1077682.0654,285146.92461608525,311087.20077744586,0.4168144456313932
S001,nominal,boring_spindle,C,R3,9,4.70676244,1433702.8103027886,1576627.3168285545,2.1297338674930555,0.77714843,1889428.2386999999,808163.9355,304604.8804415097,334970.65911585593,0.4524838239962362
S001,nominal,boring_spindle,C,R4,9,4.96629077,1659815.239246021,1845681.2524747988,2.4864459467992988,0.79218077,2062106.4362,815021.4562,334216.2825568953,371641.8022931829,0.5006645929431351
S001,nominal,boring_spindle,C,R5,9,4.78784863,1487212.8993221428,1635738.7228625566,2.2297532621341567,0.78067247,1924660.7513000001,808609.3309,310622.3722286188,341643.78393528215,0.46571089323142545
S001,nominal,boring_spindle,C,R6,9,4.57980289,1306431.195699361,1425206.678472241,1.9168472030038877,0.63789945,1886405.6175,1077705.3366,285259.262697081,311193.8903711729,0.41854360308591526
S001,nominal,boring_spindle,C,R7,9,5.83494943,7698561.497069417,8404603.988550398,4.1125985019590185,0.97247641,3060209.3754000003,6867018.9972,1319387.8694968256,1440390.2020707657,0.7048216186440914
S001,nominal,boring_spindle,D,R4,9,5.3475097,2868330.986233754,3182702.831564311,3.065459652248472,0.82962599,2400247.4688,2759070.2253,536386.3082349816,595174.7654734149,0.5732499470264583
S001,nominal,boring_spindle,D,R6,9,4.63785466,1376374.6064656924,1503938.6895627964,1.9718913392618231,0.63923127,1899503.6372999998,1077725.9983,296769.6720504157,324274.64847783657,0.42517316384852455
S001,nominal,boring_spindle,D,R7,9,5.8461552,7710444.185064475,8417562.9271771,4.126187481392353,0.9727021,3062236.8531,6877535.3693,1318891.463070374,1439845.9567370191,0.705795063632993
S001,nominal,carriage,A,R1,9,4.37832259,105667.59274337043,115543.23204603411,1.6536959604630352,0.67688545,147139.36549999999,138890.8687,24134.263881038158,26389.839869253243,0.37770080355432084
S001,nominal,carriage,A,R2,9,4.39444065,89970.5997637711,97321.95824325562,1.6794107829567153,0.68399432,152869.9306,76271.3692,20473.731910287854,22146.608862098437,0.38216713268313574
S001,nominal,carriage,A,R6,9,4.56265819,83499.51321701588,88842.09334470944,1.8883255682908369,0.67631494,163410.2434,15240.5316,18300.62865546715,19471.564523379177,0.41386522716724417
S001,nominal,carriage,B,R2,9,4.40888467,78220.84561868038,83422.88341066774,1.6963922044625157,0.68512388,154133.7013,23382.6821,17741.64022727326,18921.53904099917,0.38476674520554327
S001,nominal,carriage,B,R3,9,4.61637231,117157.07796976437,126876.74301838453,1.9799136288959527,0.7195534,187812.1334,62362.5568,25378.602526485643,27484.07938058716,0.4288895036925548
S001,nominal,carriage,B,R5,9,4.69581087,128206.77245262594,138820.11756258216,2.08010308347209,0.72453082,195434.1525,71166.0095,27302.371411867774,29562.544447745648,0.4429699451400797
S001,nominal,carriage,B,R6,9,4.5695423,80733.22887416546,85504.17650263758,1.895117662299859,0.6764043,163696.02670000002,13017.6505,17667.683889076914,18711.759491237794,0.4147281145203227
S001,nominal,carriage,C,R3,9,4.68661189,124185.31277959674,134506.50643408595,2.071192393944058,0.72436923,194018.2832,60789.4238,26497.88710786477,28700.159004223828,0.4419381085008211
S001,nominal,carriage,C,R5,9,4.76744169,134967.4993283842,146015.31076330686,2.172669705728083,0.7283854,200742.42919999998,68975.3044,28310.256968949776,30627.602864987923,0.45573073505762857
S001,nominal,carriage,C,R6,9,4.58297121,81782.7102008586,86639.02466329793,1.9080551915476713,0.67652914,164093.3933,13167.1411,17844.91031111203,18904.553551253473,0.4163358450483636
S001,nominal,carriage,C,R7,9,5.73996462,823057.5493831399,894100.3375767054,3.8563768178087123,0.94234969,319410.655,793169.5589,143390.7007920094,155767.56944831228,0.6718467922906313
S001,nominal,carriage,D,R6,9,4.64019433,92784.2960278336,98958.7806129284,1.9608641883110403,0.67780459,165845.0871,29709.4871,19995.77807075024,21326.430225806598,0.42258234221648217
S001,nominal,carriage,D,R7,9,5.8226585,954133.1439563588,1037165.9444738335,4.033315133232224,0.96323441,343316.5309,918924.5527,163865.551097726,178125.84139595917,0.6926930599196611
S001,nominal,chuck,A,R1,9,4.37527543,217587.32603259519,237523.45629652185,1.6806403473655813,0.68471054,235023.5941,154113.4588,49731.115106642595,54287.65802214235,0.3841221825355075
S001,nominal,chuck,A,R2,9,4.41040238,299353.234078192,325890.85729949793,1.735137368351091,0.7157156,316413.547,257978.6826,67874.35891012556,73891.41153590116,0.393419288956372
S001,nominal,chuck,A,R6,9,4.48757142,107596.00361978196,115208.03813145956,1.808584824013966,0.51223737,168317.7594,44873.7632,23976.443726389083,25672.691830152435,0.4030208446273521
S001,nominal,chuck,B,R2,9,4.42492427,290297.6524173992,315156.5890800375,1.7521955078844282,0.7166264,317428.2904,258014.0663,65605.11202091131,71223.04696076471,0.39598316286765023
S001,nominal,chuck,B,R3,9,4.6426937299999995,313056.48629819736,340799.78080968186,2.0475973973054775,0.74413784,333718.8291,241571.5451,67429.92420010385,73405.61334199444,0.4410365008732716
S001,nominal,chuck,B,R5,9,4.70234042,126646.71655814334,137132.03236757786,2.1075029917400006,0.70730134,175968.1873,58959.2245,26932.69845362309,29162.506352013083,0.4481817145301447
S001,nominal,chuck,B,R6,9,4.4943767999999995,105446.17697625625,112605.29601295535,1.8152929116740826,0.51219798,168559.164,44893.5694,23461.801639830523,25054.707476452655,0.40390314218293466
S001,nominal,chuck,C,R3,9,4.71472245,320329.2938677436,348652.66455784865,2.142619545447743,0.74838998,339527.5822,241921.7976,67942.34385265745,73949.77504091436,0.4544529541601633
S001,nominal,chuck,C,R5,9,4.775634,133487.5945780086,144402.0168563522,2.2036879297094374,0.710983,181127.73549999998,57077.8084,27951.805891743086,30237.245328338013,0.461444057419274
S001,nominal,chuck,C,R6,9,4.50803524,106311.74673627503,113517.1927305679,1.8286435629161235,0.51215756,168897.0396,44919.0413,23582.723088090817,25181.079270038692,0.4056409201708289
S001,nominal,chuck,C,R7,9,5.74216926,677303.1197296402,735236.8961570392,3.889749396987753,0.9433715,268613.0986,632975.0277,117952.48260056344,128041.6621082046,0.677400686197772
S001,nominal,chuck,D,R6,9,4.56550719,114903.25645227647,123077.73537886595,1.8818081632889343,0.51329848,170310.4249,44941.6566,25167.687109102215,26958.173595356,0.41217943264019574
S001,nominal,chuck,D,R7,9,5.8196213100000005,773758.9787234366,840502.9220313322,4.054939607499867,0.9627282,286107.7355,725190.4122,132956.92924106028,144425.7069763414,0.6967703552346548
S001,nominal,cnc_controller,A,R2,9,4.44282579,483029.726362436,540087.3527191317,1.7410295642232136,0.67956225,868329.1232,782950.0686,108721.28442435194,121563.92760993939,0.39187437151867566
S001,nominal,cnc_controller,A,R6,9,4.66189121,390620.37174306775,425735.8793369443,2.01607679403772,0.67294907,883582.0902,100436.7619,83790.1088093104,91322.56849403062,0.4324589964075373
S001,nominal,cnc_controller,B,R2,9,4.45550205,373137.4513127157,410065.24394650746,1.7575926599292337,0.68080875,877139.0599999999,198343.9607,83747.56584675249,92035.69863614079,0.39447690522984585
S001,nominal,cnc_controller,B,R3,9,4.6544246099999995,558341.5867642942,618757.369541695,2.0240299620505735,0.7080923,1041732.0293,481549.9305,119959.31474853006,132939.60508293528,0.43486147733534214
S001,nominal,cnc_controller,B,R6,9,4.66875899,369279.1713004658,400475.33303866687,2.023036935263188,0.67300137,884239.2272,80556.2623,79095.78800092782,85777.6839405169,0.4333136363638227
S001,nominal,cnc_controller,C,R3,9,4.73722598,588495.7952789838,650945.6767030151,2.1367139511152278,0.71411371,1086041.7855,450842.9167,124227.93376620463,137410.7292857106,0.4510475033566433
S001,nominal,cnc_controller,C,R6,9,4.68717853,372362.31200825487,403775.0914873327,2.043255105772562,0.67308309,885469.7228999999,80556.2623,79442.74143281991,86144.59400319295,0.43592431837081363
S001,nominal,cnc_controller,C,R7,9,5.7992515099999995,5615233.981581609,6129593.688335056,3.9904973567559594,0.96264432,2047497.4583,5696323.0334,968268.7450094072,1056962.8990509254,0.6881055856734104
S001,nominal,cnc_controller,D,R6,9,4.749553000000001,408132.87637083675,443865.64213895856,2.1043434179203575,0.67442187,896135.3816,89263.7802,85930.79735521147,93454.19287645775,0.4430613613366052
S001,nominal,cnc_controller,D,R7,9,5.83448676,5912076.922633629,6453745.185550374,4.059274204115619,0.96975572,2100214.8122,5982136.3925,1013298.54121284,1106137.6006191114,0.6957380093730162
S001,nominal,column,A,R1,9,4.43312041,6559876.60336039,7203036.783752516,1.7691803094203697,0.76048247,6172947.553099999,5947491.7889,1479742.4830967744,1624823.175906588,0.39908239474604523
S001,nominal,column,A,R2,9,4.45013332,7520449.958442994,8226290.11284013,1.7944243268905464,0.76469465,7208728.3338,7251908.2743,1689938.124919591,1848549.138037988,0.4032293412033207
S001,nominal,column,A,R6,9,4.64793498,3065086.9874695768,3347129.2568964236,2.0409331410557403,0.72646012,3793192.6205,2662966.4809,659451.3478907524,720132.5473138232,0.4391053553541191
S001,nominal,column,B,R2,9,4.46331387,7337370.065987629,8010400.219596074,1.8096991843356258,0.76548989,7222316.092800001,7251940.1169,1643928.7667635232,1794720.3474614867,0.4054608833359115
S001,nominal,column,B,R3,9,4.66860282,6525902.135842719,7138027.344972125,2.085255547618494,0.78668777,6569401.0337,5876759.6093,1397827.6558216016,1528942.9450698325,0.44665516172962727
S001,nominal,column,B,R5,9,4.73792404,3241253.934839277,3556189.211756863,2.1666313258538445,0.77602443,3973271.5915,2262297.642,684108.463427218,750579.6170925659,0.4572954964161571
S001,nominal,column,B,R6,9,4.65461391,3015429.272777022,3288582.848079402,2.0475980546847286,0.72646012,3794006.75,2662984.7275,647836.6049434639,706521.0803014599,0.43990717474668667
S001,nominal,column,C,R3,9,4.73825137,6597767.7739392435,7217170.126780639,2.1753602116161854,0.79056227,6636668.0304,5876841.5389,1392447.8164482107,1523171.6435467708,0.45910612201568046
S001,nominal,column,C,R4,9,5.01041428,6416011.3908629045,7063464.503565833,2.5516473321249467,0.80527817,6480414.9008,5282310.7007,1280535.107939798,1409756.5807603903,0.5092687329888711
S001,nominal,column,C,R5,9,4.80934535,3298175.065152368,3618629.718149634,2.258170177645208,0.77891721,4024553.5535,2262383.076,685784.6183061834,752416.275980188,0.46953795440063545
S001,nominal,column,C,R6,9,4.71355883,3027130.9545658845,3301067.474432976,2.116302592328762,0.7264747,3795356.721,2663008.1735,642217.7093238665,700334.4168365828,0.4489818985305339
S001,nominal,column,C,R7,9,5.84273509,14694419.728318416,16043330.006410072,4.1078213996609945,0.96473815,6163140.9798,12849675.087,2514989.898047631,2745859.560511081,0.7030648037922587
S001,nominal,column,D,R4,9,5.38010754,8567928.271295194,9454302.844954135,3.1106951872616238,0.84073979,7080337.6501,5282663.5967,1592519.8906517013,1757270.2357087336,0.5781845742179391
S001,nominal,column,D,R6,9,4.77092761,3081955.5401535016,3362439.0548827113,2.1704956651424037,0.72776278,3817876.5286,2663028.9712,645986.6491567877,704776.7917993439,0.45494206631703715
S001,nominal,column,D,R7,9,5.87353177,15253666.304999515,16654051.033728873,4.167242878843329,0.97065932,6261140.827,13383342.4568,2597017.757341511,2835440.7000558157,0.7094952478384788
S001,nominal,control_system,A,R2,9,4.42389314,267361.6963090788,296506.10412675847,1.7121901468843082,0.67954062,472263.7625,308716.9161,60435.83962090883,67023.79436921899,0.38703243787762653
S001,nominal,control_system,A,R6,9,4.62972346,243066.5899726649,263792.03987259895,1.9658815501514848,0.6729612,504641.76639999996,49977.1768,52501.31937095545,56977.92582034672,0.4246218088696565
S001,nominal,control_system,B,R2,9,4.44535032,217705.21441103052,237833.7368732713,1.7413094617468994,0.68066102,476931.63840000005,90845.5285,48973.69132676826,53501.68597584707,0.3917147888013693
S001,nominal,control_system,B,R3,9,4.6268553,317348.1105691649,350236.8108017508,1.9827218249015899,0.70879671,563640.9521999999,224967.041,68588.2937746432,75696.51266201276,0.4285247098394432
S001,nominal,control_system,B,R6,9,4.6364142,233480.67464828613,252316.23770143266,1.9726379637004883,0.67300478,505346.4993,38950.7849,50358.02768619899,54420.555803972966,0.42546629326182467
S001,nominal,control_system,C,R3,9,4.71024791,337998.750471381,372572.00924433564,2.0957966161118526,0.71508822,588689.7199,206075.918,71758.16579713339,79098.17410106036,0.44494401487072743
S001,nominal,control_system,C,R6,9,4.6541231100000005,236672.66181472965,255733.10524388656,1.9918200319689099,0.67307353,506582.1314,38950.7849,50852.25642317176,54947.6451738911,0.4279689180737872
S001,nominal,control_system,C,R7,9,5.77696461,2869711.703924736,3130178.072923407,3.9457963451277847,0.96102783,1063183.7299,2812121.9986,496750.78482517065,541837.8481157784,0.6830224194722537
S001,nominal,control_system,D,R6,9,4.71581044,272701.05815381714,296220.5944589895,2.0517947367704816,0.67439014,512554.249,98317.3453,57826.976216163835,62814.3557142194,0.4350884673749697
S001,nominal,control_system,D,R7,9,5.81723298,3050261.5549135064,3327316.1569937966,4.026148285662815,0.96966904,1095328.4175,2984803.1831,524349.2164402716,571975.7431812189,0.6921071065066429
S001,nominal,coolant_lubrication_system,A,R2,9,4.41796638,81490.95571880076,88390.32503151492,1.705246332081692,0.68105089,130462.2605,69652.8034,18445.35442544512,20007.016221684084,0.3859799250173769
S001,nominal,coolant_lubrication_system,A,R6,9,4.63089805,88423.21102305497,94046.61357878812,1.9726589725685577,0.67431223,147393.7125,24858.6554,19094.182179859257,20308.50443334379,0.4259776292351238
S001,nominal,coolant_lubrication_system,B,R2,9,4.43058151,70311.32372155423,75182.61545232145,1.720847177365773,0.68214568,131453.1657,20695.6638,15869.547499094366,16969.01756183275,0.38840210330895664
S001,nominal,coolant_lubrication_system,B,R3,9,4.6292636,99473.61433633213,107741.77750648996,1.9878835580614442,0.71240337,156355.2158,50986.7304,21487.999589466483,23274.064044762967,0.4294167992640221
S001,nominal,coolant_lubrication_system,B,R6,9,4.63778707,86406.90533060276,91586.15085550887,1.9795336023417787,0.67440398,147679.5998,24858.6554,18631.063484896637,19747.81279803535,0.4268271855658476
S001,nominal,coolant_lubrication_system,C,R3,9,4.7064324,104988.27982093817,113670.55790223583,2.0904658996361714,0.71777565,161957.9588,47013.1774,22307.402061259432,24152.170527772978,0.44417208661834207
S001,nominal,coolant_lubrication_system,C,R6,9,4.65556676,87570.04260613795,92812.50569036676,1.9985271903975002,0.67452719,148130.6327,24858.6554,18809.74908544496,19935.812431646187,0.4292768836586289
S001,nominal,coolant_lubrication_system,C,R7,9,5.70419163,616892.1508968164,669598.5341933465,3.7691555854229577,0.92939135,254898.93699999998,585518.0595,108147.16456095224,117387.10366456368,0.6607694533963189
S001,nominal,coolant_lubrication_system,D,R6,9,4.71677304,97246.36091902707,103588.9306400594,2.0568602703122716,0.67573044,149598.2181,26739.4968,20617.138050599755,21961.822152897017,0.43607361492048213
S001,nominal,coolant_lubrication_system,D,R7,9,5.79214488,724397.8919466351,786927.3568853827,3.956260691565441,0.95177277,275278.6381,689140.7863,125065.5684473547,135861.13144417456,0.6830389732180595
S001,nominal,coolant_system,A,R2,9,4.45103286,7511244.894121293,8195489.480303324,1.7939466415009675,0.75653872,6190728.4208,8231547.4576,1687528.5198683734,1841255.667634708,0.403040529676289
S001,nominal,coolant_system,A,R6,9,4.57874523,481354.8087992291,523073.6679444148,1.9281742943984335,0.65050243,466129.86410000006,552366.2229,105128.1048889521,114239.52232966121,0.4211141257139641
S001,nominal,coolant_system,B,R2,9,4.46358822,7511472.261204792,8195421.7648114255,1.8097346023752565,0.75743422,6191119.945599999,8231581.4331,1682832.7101384795,1836061.339191236,0.40544389696755145
S001,nominal,coolant_system,B,R3,9,4.66871147,6244638.711363085,6812969.085488548,2.0854009739143757,0.77561548,5104397.3117,6760322.9762,1337550.789225166,1459282.5299372266,0.4466759163239479
S001,nominal,coolant_system,B,R6,9,4.585548,480892.70589080267,522478.4434546079,1.9348005262870918,0.65050243,466283.54000000004,552384.7043,104871.37107512617,113940.24082936389,0.4219344179337108
S001,nominal,coolant_system,C,R3,9,4.7446076,6261799.11242871,6831617.650707342,2.1871126954405318,0.78007102,5106864.388300001,6760572.0894,1319771.7578222295,1439869.895817589,0.4609680883705813
S001,nominal,coolant_system,C,R6,9,4.60222744,481477.38600271713,523082.5187958304,1.9521704415397174,0.65050801,466507.2288,552408.4422,104618.3380286649,113658.55460542609,0.42417947982590737
S001,nominal,coolant_system,C,R7,9,5.72556161,416270.0365133449,449645.7076327782,3.8436660261764213,0.92465838,252024.90629999997,227478.2131,72703.79132525742,78533.03103881511,0.6713168572779399
S001,nominal,coolant_system,D,R6,9,4.66237566,485582.04992680723,527571.384978498,2.0086069054344406,0.65160169,467035.22680000006,552429.5398,104149.06162383474,113155.05730366179,0.4308118976055311
S001,nominal,coolant_system,D,R7,9,5.8131312,451167.7611300874,487670.11824069585,4.03096614001459,0.946936,258189.24070000002,227484.9852,77611.83183515408,83891.12536126758,0.6934242495704536
S001,nominal,drill_head,A,R1,9,4.43071586,381737.0245238935,416710.38188261964,1.7662798088781273,0.75260787,355604.77650000004,311505.4415,86156.96347630234,94050.35101542702,0.39864434206307403
S001,nominal,drill_head,A,R2,9,4.44772524,432299.2869710507,470809.3691426486,1.7923777583395044,0.75675291,411010.17519999994,382964.1304,97195.59182370959,105853.96888020192,0.40298751870282
S001,nominal,drill_head,A,R6,9,4.56811913,189462.76352703752,204443.48415726167,1.9126080512673669,0.63732573,248378.79369999998,137651.7608,41475.00494958359,44754.41168217994,0.4186861149716485
S001,nominal,drill_head,B,R2,9,4.46227807,421313.9929065334,457791.3467717839,1.8099005506226076,0.75767505,412244.3492,383010.929,94416.79480690307,102591.39829261781,0.4056001267134407
S001,nominal,drill_head,B,R3,9,4.67866882,390031.48841984104,424896.85189595516,2.102626949203115,0.77925291,387842.8526,301330.6844,83363.77363419389,90815.7572683153,0.4494070920803313
S001,nominal,drill_head,B,R5,9,4.74730147,170891.72568365769,185577.13131728646,2.183723241908295,0.76467978,221212.3078,80221.2992,35997.65609232685,39091.07784496494,0.459992535908678
