scenario_id,assembly_requirement_id,compatibility_id,variable_name,variable_index,saa_probability,pair_carbon_kg,carbon_source_column,weighted_coefficient
S001,AR_CK6150_01_spindle_radial_runout,CMP000001594,"select_pair[S001,AR_CK6150_01_spindle_radial_runout,CMP000001594]",20069,0.2597184985687799,5.53939,combined_carbon_kg,1.4386820537869136
S001,AR_CK6150_01_spindle_radial_runout,CMP000001605,"select_pair[S001,AR_CK6150_01_spindle_radial_runout,CMP000001605]",20070,0.2597184985687799,7.71239,combined_carbon_kg,2.0030503511768725
S001,AR_CK6150_01_spindle_radial_runout,CMP000001607,"select_pair[S001,AR_CK6150_01_spindle_radial_runout,CMP000001607]",20071,0.2597184985687799,8.04471,combined_carbon_kg,2.089360002621249
S001,AR_CK6150_01_spindle_radial_runout,CMP000001608,"select_pair[S001,AR_CK6150_01_spindle_radial_runout,CMP000001608]",20072,0.2597184985687799,8.04471,combined_carbon_kg,2.089360002621249
S001,AR_CK6150_01_spindle_radial_runout,CMP000001610,"select_pair[S001,AR_CK6150_01_spindle_radial_runout,CMP000001610]",20073,0.2597184985687799,7.88218,combined_carbon_kg,2.047147955048865
S001,AR_CK6150_01_spindle_radial_runout,CMP000001611,"select_pair[S001,AR_CK6150_01_spindle_radial_runout,CMP000001611]",20074,0.2597184985687799,7.88218,combined_carbon_kg,2.047147955048865
S001,AR_CK6150_01_spindle_radial_runout,CMP000001612,"select_pair[S001,AR_CK6150_01_spindle_radial_runout,CMP000001612]",20075,0.2597184985687799,7.88218,combined_carbon_kg,2.047147955048865
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001740,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001740]",20076,0.2597184985687799,7.61481,combined_carbon_kg,1.9777070200865308
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001743,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001743]",20077,0.2597184985687799,10.35379,combined_carbon_kg,2.6890707932964473
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001745,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001745]",20078,0.2597184985687799,7.56774,combined_carbon_kg,1.9654820703588982
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001746,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001746]",20079,0.2597184985687799,10.30672,combined_carbon_kg,2.676845843568815
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001799,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001799]",20080,0.2597184985687799,9.71634,combined_carbon_kg,2.5235132363837787
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001803,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001803]",20081,0.2597184985687799,9.71634,combined_carbon_kg,2.5235132363837787
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001804,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001804]",20082,0.2597184985687799,6.69291,combined_carbon_kg,1.7382725362559726
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001805,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001805]",20083,0.2597184985687799,11.84736,combined_carbon_kg,3.07697855120382
S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001808,"select_pair[S001,AR_CK6150_02_spindle_bed_parallelism,CMP000001808]",20084,0.2597184985687799,7.41142,combined_carbon_kg,1.9248828746626265
S001,AR_CK6150_03_guideway_pair_parallelism,CMP000001864,"select_pair[S001,AR_CK6150_03_guideway_pair_parallelism,CMP000001864]",20085,0.2597184985687799,10.90789,combined_carbon_kg,2.8329808133534082
S001,AR_CK6150_03_guideway_pair_parallelism,CMP000001865,"select_pair[S001,AR_CK6150_03_guideway_pair_parallelism,CMP000001865]",20086,0.2597184985687799,12.38373,combined_carbon_kg,3.216283762281156
S001,AR_CK6150_04_feed_axis_backlash,CMP000001938,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001938]",20087,0.2597184985687799,8.42787,combined_carbon_kg,2.188873742532863
S001,AR_CK6150_04_feed_axis_backlash,CMP000001941,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001941]",20088,0.2597184985687799,8.84347,combined_carbon_kg,2.296812750538048
S001,AR_CK6150_04_feed_axis_backlash,CMP000001943,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001943]",20089,0.2597184985687799,8.42787,combined_carbon_kg,2.188873742532863
S001,AR_CK6150_04_feed_axis_backlash,CMP000001944,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001944]",20090,0.2597184985687799,8.84347,combined_carbon_kg,2.296812750538048
S001,AR_CK6150_04_feed_axis_backlash,CMP000001945,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001945]",20091,0.2597184985687799,8.84347,combined_carbon_kg,2.296812750538048
S001,AR_CK6150_04_feed_axis_backlash,CMP000001947,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001947]",20092,0.2597184985687799,5.88595,combined_carbon_kg,1.52869009665091
S001,AR_CK6150_04_feed_axis_backlash,CMP000001948,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001948]",20093,0.2597184985687799,7.56291,combined_carbon_kg,1.9642276300108108
S001,AR_CK6150_04_feed_axis_backlash,CMP000001994,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001994]",20094,0.2597184985687799,4.04588,combined_carbon_kg,1.0507898789894552
S001,AR_CK6150_04_feed_axis_backlash,CMP000001997,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001997]",20095,0.2597184985687799,6.54136,combined_carbon_kg,1.698912197797874
S001,AR_CK6150_04_feed_axis_backlash,CMP000001998,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001998]",20096,0.2597184985687799,7.44217,combined_carbon_kg,1.9328692184936165
S001,AR_CK6150_04_feed_axis_backlash,CMP000001999,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000001999]",20097,0.2597184985687799,6.05065,combined_carbon_kg,1.571465733365188
S001,AR_CK6150_04_feed_axis_backlash,CMP000002000,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002000]",20098,0.2597184985687799,6.54136,combined_carbon_kg,1.698912197797874
S001,AR_CK6150_04_feed_axis_backlash,CMP000002001,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002001]",20099,0.2597184985687799,6.05065,combined_carbon_kg,1.571465733365188
S001,AR_CK6150_04_feed_axis_backlash,CMP000002002,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002002]",20100,0.2597184985687799,7.44217,combined_carbon_kg,1.9328692184936165
S001,AR_CK6150_04_feed_axis_backlash,CMP000002004,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002004]",20101,0.2597184985687799,6.05065,combined_carbon_kg,1.571465733365188
S001,AR_CK6150_04_feed_axis_backlash,CMP000002005,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002005]",20102,0.2597184985687799,7.44217,combined_carbon_kg,1.9328692184936165
S001,AR_CK6150_04_feed_axis_backlash,CMP000002006,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002006]",20103,0.2597184985687799,6.54136,combined_carbon_kg,1.698912197797874
S001,AR_CK6150_04_feed_axis_backlash,CMP000002007,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002007]",20104,0.2597184985687799,3.58384,combined_carbon_kg,0.9307895439107361
S001,AR_CK6150_04_feed_axis_backlash,CMP000002008,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002008]",20105,0.2597184985687799,7.0034,combined_carbon_kg,1.818912532876593
S001,AR_CK6150_04_feed_axis_backlash,CMP000002009,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002009]",20106,0.2597184985687799,4.48465,combined_carbon_kg,1.1647465646064787
S001,AR_CK6150_04_feed_axis_backlash,CMP000002011,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002011]",20107,0.2597184985687799,6.05065,combined_carbon_kg,1.571465733365188
S001,AR_CK6150_04_feed_axis_backlash,CMP000002012,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002012]",20108,0.2597184985687799,6.05065,combined_carbon_kg,1.571465733365188
S001,AR_CK6150_04_feed_axis_backlash,CMP000002014,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002014]",20109,0.2597184985687799,7.0034,combined_carbon_kg,1.818912532876593
S001,AR_CK6150_04_feed_axis_backlash,CMP000002015,"select_pair[S001,AR_CK6150_04_feed_axis_backlash,CMP000002015]",20110,0.2597184985687799,7.00587,combined_carbon_kg,1.819554037568058
S001,AR_CK6150_05_tailstock_coaxiality,CMP000002206,"select_pair[S001,AR_CK6150_05_tailstock_coaxiality,CMP000002206]",20111,0.2597184985687799,8.64798,combined_carbon_kg,2.246040381252837
S001,AR_CK6150_05_tailstock_coaxiality,CMP000002258,"select_pair[S001,AR_CK6150_05_tailstock_coaxiality,CMP000002258]",20112,0.2597184985687799,7.118,combined_carbon_kg,1.8486762728125752
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002281,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002281]",20113,0.2597184985687799,7.64656,combined_carbon_kg,1.9859530824160894
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002282,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002282]",20114,0.2597184985687799,7.79729,combined_carbon_kg,2.0251004517053617
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002283,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002283]",20115,0.2597184985687799,7.64656,combined_carbon_kg,1.9859530824160894
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002284,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002284]",20116,0.2597184985687799,7.64656,combined_carbon_kg,1.9859530824160894
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002285,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002285]",20117,0.2597184985687799,7.64656,combined_carbon_kg,1.9859530824160894
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002286,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002286]",20118,0.2597184985687799,7.64656,combined_carbon_kg,1.9859530824160894
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002287,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002287]",20119,0.2597184985687799,7.64656,combined_carbon_kg,1.9859530824160894
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002290,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002290]",20120,0.2597184985687799,7.79729,combined_carbon_kg,2.0251004517053617
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002291,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002291]",20121,0.2597184985687799,7.64656,combined_carbon_kg,1.9859530824160894
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002293,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002293]",20122,0.2597184985687799,7.64656,combined_carbon_kg,1.9859530824160894
S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002294,"select_pair[S001,AR_CK6150_06_turret_tool_position_repeatability,CMP000002294]",20123,0.2597184985687799,6.29858,combined_carbon_kg,1.6358577407153456
S004,AR_CK6150_01_spindle_radial_runout,CMP000001569,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001569]",20216,0.14745308306791716,7.66594,combined_carbon_kg,1.1303664876136688
S004,AR_CK6150_01_spindle_radial_runout,CMP000001573,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001573]",20217,0.14745308306791716,9.16154,combined_carbon_kg,1.350897318650046
S004,AR_CK6150_01_spindle_radial_runout,CMP000001575,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001575]",20218,0.14745308306791716,7.17331,combined_carbon_kg,1.0577266753019208
S004,AR_CK6150_01_spindle_radial_runout,CMP000001576,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001576]",20219,0.14745308306791716,9.51671,combined_carbon_kg,1.403268230163278
S004,AR_CK6150_01_spindle_radial_runout,CMP000001577,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001577]",20220,0.14745308306791716,9.51671,combined_carbon_kg,1.403268230163278
S004,AR_CK6150_01_spindle_radial_runout,CMP000001579,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001579]",20221,0.14745308306791716,5.52961,combined_carbon_kg,0.8153580426631853
S004,AR_CK6150_01_spindle_radial_runout,CMP000001580,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001580]",20222,0.14745308306791716,9.16154,combined_carbon_kg,1.350897318650046
S004,AR_CK6150_01_spindle_radial_runout,CMP000001581,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001581]",20223,0.14745308306791716,9.16154,combined_carbon_kg,1.350897318650046
S004,AR_CK6150_01_spindle_radial_runout,CMP000001582,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001582]",20224,0.14745308306791716,6.80897,combined_carbon_kg,1.004003619016956
S004,AR_CK6150_01_spindle_radial_runout,CMP000001583,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001583]",20225,0.14745308306791716,7.01139,combined_carbon_kg,1.0338510720915637
S004,AR_CK6150_01_spindle_radial_runout,CMP000001584,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001584]",20226,0.14745308306791716,9.16154,combined_carbon_kg,1.350897318650046
S004,AR_CK6150_01_spindle_radial_runout,CMP000001587,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001587]",20227,0.14745308306791716,7.82786,combined_carbon_kg,1.154242090824026
S004,AR_CK6150_01_spindle_radial_runout,CMP000001590,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001590]",20228,0.14745308306791716,5.20707,combined_carbon_kg,0.7677985252504593
S004,AR_CK6150_01_spindle_radial_runout,CMP000001593,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001593]",20229,0.14745308306791716,7.88218,combined_carbon_kg,1.1622517422962753
S004,AR_CK6150_01_spindle_radial_runout,CMP000001594,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001594]",20230,0.14745308306791716,5.53939,combined_carbon_kg,0.8168001338155896
S004,AR_CK6150_01_spindle_radial_runout,CMP000001605,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001605]",20231,0.14745308306791716,7.71239,combined_carbon_kg,1.1372156833221736
S004,AR_CK6150_01_spindle_radial_runout,CMP000001607,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001607]",20232,0.14745308306791716,8.04471,combined_carbon_kg,1.186217291887304
S004,AR_CK6150_01_spindle_radial_runout,CMP000001608,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001608]",20233,0.14745308306791716,8.04471,combined_carbon_kg,1.186217291887304
S004,AR_CK6150_01_spindle_radial_runout,CMP000001610,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001610]",20234,0.14745308306791716,7.88218,combined_carbon_kg,1.1622517422962753
S004,AR_CK6150_01_spindle_radial_runout,CMP000001611,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001611]",20235,0.14745308306791716,7.88218,combined_carbon_kg,1.1622517422962753
S004,AR_CK6150_01_spindle_radial_runout,CMP000001612,"select_pair[S004,AR_CK6150_01_spindle_radial_runout,CMP000001612]",20236,0.14745308306791716,7.88218,combined_carbon_kg,1.1622517422962753
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001740,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001740]",20237,0.14745308306791716,7.61481,combined_carbon_kg,1.1228272114764062
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001743,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001743]",20238,0.14745308306791716,10.35379,combined_carbon_kg,1.52669825693777
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001745,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001745]",20239,0.14745308306791716,7.56774,combined_carbon_kg,1.1158865948563994
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001746,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001746]",20240,0.14745308306791716,10.30672,combined_carbon_kg,1.519757640317763
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001799,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001799]",20241,0.14745308306791716,9.71634,combined_carbon_kg,1.4327042891361264
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001803,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001803]",20242,0.14745308306791716,9.71634,combined_carbon_kg,1.4327042891361264
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001804,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001804]",20243,0.14745308306791716,6.69291,combined_carbon_kg,0.9868902141960935
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001805,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001805]",20244,0.14745308306791716,11.84736,combined_carbon_kg,1.746929758215519
S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001808,"select_pair[S004,AR_CK6150_02_spindle_bed_parallelism,CMP000001808]",20245,0.14745308306791716,7.41142,combined_carbon_kg,1.0928367289112226
S004,AR_CK6150_03_guideway_pair_parallelism,CMP000001864,"select_pair[S004,AR_CK6150_03_guideway_pair_parallelism,CMP000001864]",20246,0.14745308306791716,10.90789,combined_carbon_kg,1.6084020102657028
S004,AR_CK6150_03_guideway_pair_parallelism,CMP000001865,"select_pair[S004,AR_CK6150_03_guideway_pair_parallelism,CMP000001865]",20247,0.14745308306791716,12.38373,combined_carbon_kg,1.8260191683806577
S004,AR_CK6150_04_feed_axis_backlash,CMP000001938,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001938]",20248,0.14745308306791716,8.42787,combined_carbon_kg,1.242715415195607
S004,AR_CK6150_04_feed_axis_backlash,CMP000001941,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001941]",20249,0.14745308306791716,8.84347,combined_carbon_kg,1.3039969165186334
S004,AR_CK6150_04_feed_axis_backlash,CMP000001943,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001943]",20250,0.14745308306791716,8.42787,combined_carbon_kg,1.242715415195607
S004,AR_CK6150_04_feed_axis_backlash,CMP000001944,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001944]",20251,0.14745308306791716,8.84347,combined_carbon_kg,1.3039969165186334
S004,AR_CK6150_04_feed_axis_backlash,CMP000001945,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001945]",20252,0.14745308306791716,8.84347,combined_carbon_kg,1.3039969165186334
S004,AR_CK6150_04_feed_axis_backlash,CMP000001947,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001947]",20253,0.14745308306791716,5.88595,combined_carbon_kg,0.867901474283607
S004,AR_CK6150_04_feed_axis_backlash,CMP000001948,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001948]",20254,0.14745308306791716,7.56291,combined_carbon_kg,1.1151743964651812
S004,AR_CK6150_04_feed_axis_backlash,CMP000001994,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001994]",20255,0.14745308306791716,4.04588,combined_carbon_kg,0.5965774797228247
S004,AR_CK6150_04_feed_axis_backlash,CMP000001997,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001997]",20256,0.14745308306791716,6.54136,combined_carbon_kg,0.9645436994571506
S004,AR_CK6150_04_feed_axis_backlash,CMP000001998,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001998]",20257,0.14745308306791716,7.44217,combined_carbon_kg,1.097370911215561
S004,AR_CK6150_04_feed_axis_backlash,CMP000001999,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000001999]",20258,0.14745308306791716,6.05065,combined_carbon_kg,0.8921869970648929
S004,AR_CK6150_04_feed_axis_backlash,CMP000002000,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002000]",20259,0.14745308306791716,6.54136,combined_carbon_kg,0.9645436994571506
S004,AR_CK6150_04_feed_axis_backlash,CMP000002001,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002001]",20260,0.14745308306791716,6.05065,combined_carbon_kg,0.8921869970648929
S004,AR_CK6150_04_feed_axis_backlash,CMP000002002,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002002]",20261,0.14745308306791716,7.44217,combined_carbon_kg,1.097370911215561
S004,AR_CK6150_04_feed_axis_backlash,CMP000002004,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002004]",20262,0.14745308306791716,6.05065,combined_carbon_kg,0.8921869970648929
S004,AR_CK6150_04_feed_axis_backlash,CMP000002005,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002005]",20263,0.14745308306791716,7.44217,combined_carbon_kg,1.097370911215561
S004,AR_CK6150_04_feed_axis_backlash,CMP000002006,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002006]",20264,0.14745308306791716,6.54136,combined_carbon_kg,0.9645436994571506
S004,AR_CK6150_04_feed_axis_backlash,CMP000002007,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002007]",20265,0.14745308306791716,3.58384,combined_carbon_kg,0.5284482572221242
S004,AR_CK6150_04_feed_axis_backlash,CMP000002008,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002008]",20266,0.14745308306791716,7.0034,combined_carbon_kg,1.032672921957851
S004,AR_CK6150_04_feed_axis_backlash,CMP000002009,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002009]",20267,0.14745308306791716,4.48465,combined_carbon_kg,0.6612754689805347
S004,AR_CK6150_04_feed_axis_backlash,CMP000002011,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002011]",20268,0.14745308306791716,6.05065,combined_carbon_kg,0.8921869970648929
S004,AR_CK6150_04_feed_axis_backlash,CMP000002012,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002012]",20269,0.14745308306791716,6.05065,combined_carbon_kg,0.8921869970648929
S004,AR_CK6150_04_feed_axis_backlash,CMP000002014,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002014]",20270,0.14745308306791716,7.0034,combined_carbon_kg,1.032672921957851
S004,AR_CK6150_04_feed_axis_backlash,CMP000002015,"select_pair[S004,AR_CK6150_04_feed_axis_backlash,CMP000002015]",20271,0.14745308306791716,7.00587,combined_carbon_kg,1.0330371310730286
S004,AR_CK6150_05_tailstock_coaxiality,CMP000002206,"select_pair[S004,AR_CK6150_05_tailstock_coaxiality,CMP000002206]",20272,0.14745308306791716,8.64798,combined_carbon_kg,1.2751713133096862
S004,AR_CK6150_05_tailstock_coaxiality,CMP000002258,"select_pair[S004,AR_CK6150_05_tailstock_coaxiality,CMP000002258]",20273,0.14745308306791716,7.118,combined_carbon_kg,1.0495710452774343
S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002281,"select_pair[S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002281]",20274,0.14745308306791716,7.64656,combined_carbon_kg,1.1275088468638126
S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002282,"select_pair[S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002282]",20275,0.14745308306791716,7.79729,combined_carbon_kg,1.1497344500746398
S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002283,"select_pair[S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002283]",20276,0.14745308306791716,7.64656,combined_carbon_kg,1.1275088468638126
S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002284,"select_pair[S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002284]",20277,0.14745308306791716,7.64656,combined_carbon_kg,1.1275088468638126
S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002285,"select_pair[S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002285]",20278,0.14745308306791716,7.64656,combined_carbon_kg,1.1275088468638126
S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002286,"select_pair[S004,AR_CK6150_06_turret_tool_position_repeatability,CMP000002286]",20279,0.14745308306791716,7.64656,combined_carbon_kg,1.1275088468638126
