core_id,route_class,economic_cost_rmb,environmental_score,energy_kwh,water_m3,pollutant_kg,carbon_kg,expected_output_quality,expected_residual_life_h,risk_penalty,route_success_proxy,resource_h__assembly,resource_h__cleaning,resource_h__drying,resource_h__grinding,resource_h__heat_treatment,resource_h__incoming_inspection,resource_h__inspection,resource_h__laser,resource_h__machining,resource_h__procurement,resource_h__quality_monitoring,resource_h__reliability_assessment,resource_h__scrap_handling,resource_h__testing,resource_h__waste_treatment
C000024,reuse,15348.830000000002,33.039734100000004,105.94752,0.310137,0.327608,70.94631,0.687884589201878,19645.78417253522,0.03541865167109148,0.9645813483289085,15.8175,8.190100000000001,3.2518,0.0,0.0,0.0,4.7517000000000005,0.0,0.0,0.0,2.4439,6.2351,0.0,7.2955000000000005,0.0
C000024,scrap,0.0,0.7736389999999999,1.293,0.0028000000000000004,0.023103,0.98378,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0727,0.0,0.0,0.0,0.0,0.0,0.35250000000000004,0.0,0.4995
C000027,repair,167791.72,824.5754463999999,2617.2167799999997,2.0796740000000002,9.721304,1735.90244,0.8,21852.06556301914,0.021791408450704222,0.9782085915492957,56.3468,26.247299999999996,0.0,86.1014,0.0,0.0,25.625300000000003,0.0,180.45839999999998,0.0,15.599899999999998,20.148900000000005,0.0,24.556499999999996,0.0
C000027,replace,1061202.39,26.045985800000004,92.93076,0.010905,0.17716,61.559720000000006,0.96,28363.426639942212,0.0006537422535211274,0.9993462577464789,22.785400000000003,0.0,0.0,0.0,0.0,6.885,0.0,0.0,0.0,6.9294,4.0368,0.0,0.0,10.903699999999999,0.0
C000027,reuse,13842.720000000001,29.807843399999996,95.45062999999999,0.28088100000000005,0.2965,63.968599999999995,0.6825280836534359,19707.766905676483,0.034590801003678916,0.965409198996321,14.2695,7.428200000000001,2.9545,0.0,0.0,0.0,4.312600000000001,0.0,0.0,0.0,2.2153,5.6321,0.0,6.6251999999999995,0.0
C000027,scrap,0.0,2.0147407,3.2045399999999997,0.007648,0.062902,2.4127899999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1679,0.0,0.0,0.0,0.0,0.0,0.8173,0.0,1.1357
C000049,repair,133837.82,653.1627215999999,2073.2131199999994,1.6329500000000001,7.621728999999999,1380.8628,0.7786078787878787,19742.341554417413,0.05538932565033434,0.9446106743496656,44.9457,20.945699999999995,0.0,68.759,0.0,0.0,20.602700000000002,0.0,144.13349999999997,0.0,12.424399999999999,16.076600000000003,0.0,19.752,0.0
C000049,replace,1061281.8599999999,26.179268,93.4155,0.010964999999999999,0.17801100000000003,61.87574000000001,0.96,26348.9627432286,0.0015011191549295787,0.9984988808450704,22.88210000000001,0.0,0.0,0.0,0.0,6.8931000000000004,0.0,0.0,0.0,6.9334,4.0755,0.0,0.0,10.9633,0.0
C000049,reuse,13549.570000000002,29.076892299999997,92.83715999999998,0.27704,0.291409,62.293749999999996,0.6398515151515152,17692.11391805378,0.0901042982041542,0.9098957017958458,13.8086,7.3187000000000015,2.9132000000000002,0.0,0.0,0.0,4.2479000000000005,0.0,0.0,0.0,2.1775,5.5349,0.0,6.5285,0.0
C000049,scrap,0.0,2.3882561,3.72167,0.009258,0.07589699999999999,2.78641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19240000000000002,0.0,0.0,0.0,0.0,0.0,0.9013,0.0,1.2715999999999998
C000089,repair,173440.34,865.5076813,2736.92931,2.3265999999999996,10.815778,1779.55813,0.7281596135789092,17417.904530155294,0.04506518876251017,0.9549348112374898,57.59910000000001,27.710199999999997,0.0,88.0965,0.0,0.0,27.371300000000005,0.0,184.83879999999996,0.0,16.493399999999994,21.259800000000002,0.0,25.359,0.0
C000089,replace,1061646.2999999998,26.7444572,95.42619,0.011258000000000002,0.181931,63.20732,0.96,23929.26560707837,0.0009946687323943671,0.9990053312676056,23.290899999999997,0.0,0.0,0.0,0.0,6.932999999999999,0.0,0.0,0.0,6.9516,4.2652,0.0,0.0,11.2559,0.0
C000089,scrap,0.0,14.958602899999999,20.819629999999997,0.060295999999999995,0.510794,15.671409999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1096,0.0,0.0,0.0,0.0,0.0,5.3283,0.0,7.307300000000001
C000093,replace,1060739.9,25.3161461,90.32082,0.010537,0.172194,59.83751,0.96,34865.588517876495,0.00022217718309859176,0.9997778228169014,22.2601,0.0,0.0,0.0,0.0,6.8355000000000015,0.0,0.0,0.0,6.906600000000001,3.7986999999999997,0.0,0.0,10.5364,0.0
C000093,reuse,22942.409999999996,45.4781493,151.20681000000002,0.30479799999999996,0.403771,100.79733,0.78,26209.775364030345,0.008146496713615024,0.991853503286385,26.0785,8.369399999999999,3.4384000000000006,0.0,0.0,0.0,6.9629,0.0,0.0,0.0,3.7318000000000002,9.8278,0.0,11.899700000000001,0.0
C000125,repair,130754.76000000002,641.2968977999999,2047.0028599999998,1.6210150000000003,7.370378,1360.02728,0.734770196329492,18730.36900469484,0.06729159046238262,0.9327084095376174,45.606399999999994,21.5776,0.0,64.8659,0.0,0.0,20.774900000000002,0.0,138.705,0.0,12.477800000000002,16.210800000000003,0.0,19.838500000000003,0.0
C000125,replace,1061277.1199999999,26.155438500000002,93.3148,0.010962,0.17796200000000004,61.81621000000001,0.96,25329.385466233296,0.0015222630985915506,0.9984777369014084,22.878000000000004,0.0,0.0,0.0,0.0,6.892799999999999,0.0,0.0,0.0,6.9333,4.0731,0.0,0.0,10.9598,0.0
C000125,reuse,13756.140000000001,29.883639199999998,95.69949,0.28468800000000005,0.297487,64.0754,0.5943938326931284,16673.056731967565,0.10290655017540012,0.8970934498245999,13.9854,7.5051000000000005,2.9784,0.0,0.0,0.0,4.2797,0.0,0.0,0.0,2.1858,5.5748999999999995,0.0,6.5542,0.0
C000125,scrap,0.0,1.7551782,2.9333400000000003,0.006422,0.05255,2.22138,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.7666,0.0,1.089
C000136,repair,144367.71,704.498783,2233.8034,1.753776,8.253525999999999,1487.87886,0.8,24060.696511310292,0.01791650704225352,0.9820834929577464,48.1356,22.266000000000002,0.0,74.02289999999999,0.0,0.0,21.643900000000002,0.0,156.5059,0.0,13.2787,17.099400000000003,0.0,20.9577,0.0
C000136,replace,1061056.8699999999,25.816005200000006,92.10859,0.010786999999999998,0.175594,61.017060000000015,0.96,30527.534245576026,0.0005374952112676062,0.9994625047887324,22.6231,0.0,0.0,0.0,0.0,6.869199999999999,0.0,0.0,0.0,6.922199999999999,3.961,0.0,0.0,10.786800000000001,0.0
C000136,reuse,17093.06,36.417146599999995,117.33497,0.32843199999999995,0.356186,78.53481999999998,0.78,21871.721091729873,0.019708157746478872,0.9802918422535212,17.8715,8.720200000000002,3.4809,0.0,0.0,0.0,5.2922,0.0,0.0,0.0,2.7345,7.005000000000001,0.0,8.2741,0.0
C000139,repair,152569.39,751.1837693,2392.0753099999997,1.866779,8.69755,1590.6460299999999,0.8,23260.85587793428,0.020355446009389672,0.9796445539906103,51.82450000000001,23.9941,0.0,77.8384,0.0,0.0,23.3777,0.0,163.9317,0.0,14.2288,18.458600000000004,0.0,22.4724,0.0
C000139,replace,1061087.5099999998,25.8684404,92.29973,0.010811999999999999,0.175922,61.14172000000001,0.96,29797.07433947274,0.0006106633802816908,0.9993893366197183,22.656300000000005,0.0,0.0,0.0,0.0,6.8726,0.0,0.0,0.0,6.924,3.9772000000000003,0.0,0.0,10.8119,0.0
C000139,reuse,16886.33,35.99513549999999,115.52069999999998,0.33130400000000004,0.35585,77.41706999999998,0.7459586746117732,21141.261185626587,0.025855622415469227,0.9741443775845308,17.5332,8.755200000000002,3.4850999999999996,0.0,0.0,0.0,5.256700000000001,0.0,0.0,0.0,2.7083000000000004,6.926,0.0,8.1855,0.0
C000148,repair,170087.48,842.2559513,2668.5004099999996,2.197357,10.236675,1751.69479,0.7908143698085952,20441.53279306609,0.026624665785603345,0.9733753342143967,56.94669999999999,26.939599999999995,0.0,86.7395,0.0,0.0,26.446000000000005,0.0,181.8611,0.0,16.025399999999998,20.681500000000003,0.0,24.9368,0.0
C000148,replace,1061405.24,26.370264000000002,94.09450000000001,0.011065,0.17933800000000003,62.325700000000005,0.96,26952.893869989166,0.0007636661971830993,0.999236333802817,23.017699999999998,0.0,0.0,0.0,0.0,6.9068,0.0,0.0,0.0,6.9399,4.1405,0.0,0.0,11.063500000000001,0.0
C000148,reuse,7216.799999999999,15.4514641,49.16722000000001,0.148344,0.156114,33.05201,0.6167532159624415,18294.692908450703,0.048778769024769096,0.9512212309752309,7.402000000000001,3.9223000000000003,1.5644,0.0,0.0,0.0,2.2854,0.0,0.0,0.0,1.1695000000000002,2.9562000000000004,0.0,3.5145,0.0
C000148,scrap,0.0,9.0795703,11.740260000000001,0.037448999999999996,0.323515,8.818930000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6091000000000001,0.0,0.0,0.0,0.0,0.0,2.9604,0.0,4.0571
C000151,repair,88505.95000000001,449.390132,1437.23995,1.059015,5.149132,954.19806,0.8,25847.35993802817,0.013357004694835677,0.9866429953051643,28.647799999999997,12.7304,0.0,47.2448,0.0,0.0,11.998800000000001,0.0,97.68969999999999,0.0,7.7315000000000005,9.8488,0.0,11.8871,0.0
C000151,replace,1060872.4399999997,25.537076300000003,91.12296,0.010638,0.17361100000000002,60.36131,0.96,31834.92879956663,0.00040071014084507077,0.9995992898591549,22.418,0.0,0.0,0.0,0.0,6.848999999999998,0.0,0.0,0.0,6.913600000000001,3.8643999999999994,0.0,0.0,10.637799999999999,0.0
C000151,reuse,18868.770000000004,39.055077299999994,127.43426,0.31416200000000005,0.36745599999999995,85.21457,0.78,23179.115645720478,0.014692705164319248,0.9853072948356808,20.549200000000003,8.510699999999998,3.4556000000000004,0.0,0.0,0.0,5.8013,0.0,0.0,0.0,3.0439,7.868200000000001,0.0,9.4767,0.0
C000159,replace,1060709.76,25.2710048,90.16225999999999,0.010511999999999999,0.17186600000000002,59.7316,0.96,34099.65903430842,0.0002971833802816904,0.9997028166197183,22.2284,0.0,0.0,0.0,0.0,6.832000000000001,0.0,0.0,0.0,6.905300000000002,3.7822999999999998,0.0,0.0,10.511100000000003,0.0
C000159,reuse,22900.019999999997,45.3652481,150.93362000000002,0.30210299999999995,0.40174899999999997,100.61107,0.78,25443.845880462264,0.01089672394366197,0.9891032760563381,26.055099999999996,8.332899999999999,3.4341000000000004,0.0,0.0,0.0,6.9377,0.0,0.0,0.0,3.721,9.802500000000002,0.0,11.881300000000001,0.0
C000167,repair,167421.53000000003,821.9670819,2609.4344799999994,2.070324,9.676083,1731.32743,0.8,20532.011243770317,0.025108732394366194,0.9748912676056338,56.3394,26.233499999999996,0.0,85.458,0.0,0.0,25.6122,0.0,180.28829999999996,0.0,15.593599999999999,20.138700000000004,0.0,24.5507,0.0
C000167,replace,1061199.1199999999,26.033556300000008,92.88036000000001,0.010901999999999998,0.17711800000000003,61.529190000000014,0.96,27043.372320693394,0.0007532619718309866,0.999246738028169,22.782200000000003,0.0,0.0,0.0,0.0,6.8847000000000005,0.0,0.0,0.0,6.9294,4.034800000000001,0.0,0.0,10.900699999999999,0.0
C000167,reuse,13935.700000000003,30.3628425,97.33824999999999,0.288115,0.301625,65.12875,0.6727056039265898,18387.279040973113,0.04108973702591478,0.9589102629740852,14.3281,7.583600000000001,3.004,0.0,0.0,0.0,4.3155,0.0,0.0,0.0,2.2055,5.615899999999999,0.0,6.6046,0.0
C000167,scrap,0.0,1.5185878000000002,2.59251,0.005443999999999999,0.044535000000000005,1.9729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1664,0.0,0.0,0.0,0.0,0.0,0.7134,0.0,0.982
C000174,repair,168373.45,830.069567,2632.3298,2.131558,9.940143,1736.66374,0.8,20775.11880245576,0.02478515492957746,0.9752148450704226,56.629400000000004,26.561899999999994,0.0,86.03779999999999,0.0,0.0,25.9921,0.0,180.28829999999996,0.0,15.7968,20.394600000000004,0.0,24.730199999999996,0.0
C000174,replace,1061285.94,26.179554400000004,93.41033,0.010969,0.178057,61.875180000000015,0.96,27286.479879378836,0.0007435546478873246,0.9992564453521127,22.8837,0.0,0.0,0.0,0.0,6.893800000000001,0.0,0.0,0.0,6.934,4.078600000000001,0.0,0.0,10.968300000000001,0.0
C000174,reuse,10964.33,23.6879082,75.59714000000001,0.22743200000000002,0.23774199999999998,50.713939999999994,0.6575905477308295,18628.316528951487,0.04243335661921576,0.9575666433807842,11.1788,6.0093000000000005,2.3922000000000003,0.0,0.0,0.0,3.4345999999999997,0.0,0.0,0.0,1.7502000000000002,4.4424,0.0,5.2658000000000005,0.0
C000174,scrap,0.0,4.4847266999999995,6.642440000000001,0.017943,0.147305,4.992049999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3572,0.0,0.0,0.0,0.0,0.0,1.6774999999999998,0.0,2.3027
C000180,repair,66983.17,326.8013876,1036.1247199999998,0.8216399999999999,3.84003,689.3038,0.8,24068.85451173709,0.01734071361502347,0.9826592863849766,22.6312,10.5064,0.0,33.8241,0.0,0.0,10.666600000000003,0.0,71.8306,0.0,6.325100000000001,8.4005,0.0,10.0881,0.0
C000180,replace,1060898.7799999998,25.563726100000004,91.20387000000001,0.010664,0.17389400000000002,60.421330000000005,0.96,30830.789973275547,0.0005202214084507048,0.9994797785915494,22.439500000000002,0.0,0.0,0.0,0.0,6.852600000000001,0.0,0.0,0.0,6.9147,3.8806000000000003,0.0,0.0,10.662700000000001,0.0
C000180,reuse,20590.489999999998,41.874825400000006,137.54788000000002,0.316977,0.38649300000000003,91.85276,0.78,22174.976819429397,0.01907478497652582,0.9809252150234742,22.777,8.546100000000001,3.4596999999999998,0.0,0.0,0.0,6.3216,0.0,0.0,0.0,3.3388000000000004,8.700199999999999,0.0,10.472299999999999,0.0
C000191,replace,1060709.76,25.2710048,90.16225999999999,0.010511999999999999,0.17186600000000002,59.7316,0.96,34788.0078605995,0.00024203380281690167,0.999757966197183,22.2284,0.0,0.0,0.0,0.0,6.832000000000001,0.0,0.0,0.0,6.905300000000002,3.7822999999999998,0.0,0.0,10.511100000000003,0.0
C000191,reuse,22900.019999999997,45.3652481,150.93362000000002,0.30210299999999995,0.40174899999999997,100.61107,0.78,26132.194706753347,0.008874572769953052,0.9911254272300469,26.055099999999996,8.332899999999999,3.4341000000000004,0.0,0.0,0.0,6.9377,0.0,0.0,0.0,3.721,9.802500000000002,0.0,11.881300000000001,0.0
C000205,repair,167451.59,821.1125926,2607.44202,2.055238,9.605614000000001,1733.80186,0.8,21429.41809823041,0.0233941220657277,0.9766058779342723,56.2524,26.154099999999996,0.0,85.6141,0.0,0.0,25.5319,0.0,180.70589999999999,0.0,15.536299999999997,20.073800000000006,0.0,24.5048,0.0
C000205,replace,1061196.13,26.028055600000002,92.85932000000001,0.010901999999999998,0.177088,61.51608000000001,0.96,27940.779175153482,0.0007018236619718318,0.9992981763380282,22.7741,0.0,0.0,0.0,0.0,6.884599999999999,0.0,0.0,0.0,6.928999999999999,4.0349,0.0,0.0,10.900799999999998,0.0
C000205,reuse,14251.300000000001,30.8967934,99.25667999999999,0.28917500000000007,0.305133,66.38536,0.682904276568502,19286.246713615026,0.03709088030238348,0.9629091196976165,14.8016,7.625800000000001,3.0219,0.0,0.0,0.0,4.3889000000000005,0.0,0.0,0.0,2.2548999999999997,5.7458,0.0,6.7272,0.0
C000205,scrap,0.0,1.4397982999999999,2.4599599999999997,0.005134,0.042138999999999996,1.87639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1523,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.9563999999999999
C000209,repair,168152.51,827.61566,2625.5174,2.11229,9.846136000000001,1736.0277999999998,0.8,22371.2928869628,0.021360676056338023,0.9786393239436619,56.540000000000006,26.481099999999998,0.0,85.6141,0.0,0.0,25.9083,0.0,180.70589999999999,0.0,15.7377,20.323600000000006,0.0,24.6826,0.0
C000209,replace,1061281.5299999998,26.175292800000005,93.39586000000001,0.010967999999999999,0.17801999999999998,61.865440000000014,0.96,28882.653963885874,0.0006408202816901413,0.9993591797183099,22.874699999999997,0.0,0.0,0.0,0.0,6.893599999999999,0.0,0.0,0.0,6.9334,4.0783000000000005,0.0,0.0,10.967799999999999,0.0
C000209,reuse,11320.78,24.0107062,76.76824,0.22632100000000002,0.239583,51.51116,0.7043815179968701,20227.200613458528,0.03157305315167625,0.9684269468483238,11.599,6.001,2.3929000000000005,0.0,0.0,0.0,3.5052999999999996,0.0,0.0,0.0,1.8015,4.6048,0.0,5.3902,0.0
C000209,scrap,0.0,4.8898727,6.736739999999999,0.020436,0.16808099999999998,5.05667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3435,0.0,0.0,0.0,0.0,0.0,1.6836,0.0,2.3254
C000212,repair,170046.97,843.0784049,2670.25928,2.214379,10.308651000000001,1749.03523,0.7790669194655111,19957.681337667032,0.03028430347603666,0.9697156965239634,57.04350000000001,27.038200000000003,0.0,86.55409999999999,0.0,0.0,26.543400000000005,0.0,181.41719999999998,0.0,16.091399999999997,20.745800000000003,0.0,24.9905,0.0
C000212,replace,1061410.5199999998,26.3850115,94.15010000000001,0.011069,0.179423,62.360730000000004,0.96,26469.042414590105,0.0008224473239436626,0.9991775526760563,23.029899999999998,0.0,0.0,0.0,0.0,6.907299999999999,0.0,0.0,0.0,6.9395,4.1428,0.0,0.0,11.067200000000001,0.0
C000212,reuse,7230.09,15.027703299999997,47.82566,0.14301199999999997,0.151254,32.20016999999999,0.6020761502347419,17813.52028638498,0.05454523422879938,0.9454547657712006,7.125400000000001,3.8217,1.5358,0.0,0.0,0.0,2.2737,0.0,0.0,0.0,1.1700000000000002,3.0141999999999998,0.0,3.5123,0.0
C000212,scrap,0.0,8.2655174,12.05928,0.033385,0.27435,9.04928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6117999999999999,0.0,0.0,0.0,0.0,0.0,3.0134,0.0,4.1466
C000247,repair,152569.39,751.1837693,2392.0753099999997,1.866779,8.69755,1590.6460299999999,0.8,22842.57329577465,0.02158925821596244,0.9784107417840375,51.82450000000001,23.9941,0.0,77.8384,0.0,0.0,23.3777,0.0,163.9317,0.0,14.2288,18.458600000000004,0.0,22.4724,0.0
C000247,replace,1061087.5099999998,25.8684404,92.29973,0.010811999999999999,0.175922,61.14172000000001,0.96,29378.791757313113,0.0006476777464788739,0.9993523222535211,22.656300000000005,0.0,0.0,0.0,0.0,6.8726,0.0,0.0,0.0,6.924,3.9772000000000003,0.0,0.0,10.8119,0.0
C000247,reuse,16886.33,35.99513549999999,115.52069999999998,0.33130400000000004,0.35585,77.41706999999998,0.723959237992055,20722.97860346696,0.029797576445602804,0.9702024235543972,17.5332,8.755200000000002,3.4850999999999996,0.0,0.0,0.0,5.256700000000001,0.0,0.0,0.0,2.7083000000000004,6.926,0.0,8.1855,0.0
C000254,repair,169368.57,836.9474111,2653.15322,2.162721,10.078951000000002,1747.14349,0.8,20228.78345034309,0.026028075117370885,0.9739719248826291,56.764700000000005,26.725,0.0,86.55409999999999,0.0,0.0,26.177800000000005,0.0,181.41719999999998,0.0,15.895599999999998,20.505400000000005,0.0,24.8175,0.0
C000254,replace,1061327.0799999998,26.257948500000005,93.70030000000001,0.011003,0.178521,62.06215000000001,0.96,26740.144527266166,0.0007808422535211274,0.9992191577464788,22.9321,0.0,0.0,0.0,0.0,6.898299999999999,0.0,0.0,0.0,6.935300000000001,4.1006,0.0,0.0,11.0022,0.0
C000254,reuse,9784.27,20.2719913,64.48486000000001,0.19179000000000002,0.20448,43.42876999999999,0.6451478990610328,18085.258565727705,0.046180585693981584,0.9538194143060185,9.842600000000001,5.1073,2.0468,0.0,0.0,0.0,3.0709,0.0,0.0,0.0,1.5874000000000001,4.074800000000001,0.0,4.749700000000001,0.0
C000254,scrap,0.0,6.560660400000001,9.20818,0.027164999999999998,0.223352,6.8887,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43820000000000003,0.0,0.0,0.0,0.0,0.0,2.2516,0.0,3.0964
C000264,repair,130169.05000000002,641.4161837,2036.4323399999998,1.603178,7.50607,1354.33121,0.8,24118.24741408451,0.01796708920187793,0.982032910798122,44.085899999999995,20.403000000000002,0.0,66.6749,0.0,0.0,19.756000000000004,0.0,140.7533,0.0,12.082500000000001,15.550900000000002,0.0,19.049000000000003,0.0
C000264,replace,1061027.9,25.7751954,91.96593,0.010764,0.175293,60.92142000000001,0.96,30615.34147562297,0.0005390126760563385,0.9994609873239436,22.590600000000002,0.0,0.0,0.0,0.0,6.866199999999999,0.0,0.0,0.0,6.920799999999999,3.9463999999999992,0.0,0.0,10.7644,0.0
C000264,reuse,17756.34,37.2830098,120.47636,0.326738,0.36143400000000003,80.6355,0.768242683279162,21959.52832177682,0.020820021913555864,0.9791799780864441,18.6697,8.689400000000001,3.477,0.0,0.0,0.0,5.4722,0.0,0.0,0.0,2.8402000000000003,7.315600000000001,0.0,8.668600000000001,0.0
C000301,repair,172917.68,862.7314861,2728.76357,2.310056,10.75956,1775.31261,0.750081152040448,18257.345140483932,0.03841810023902544,0.9615818997609745,57.49550000000001,27.566799999999997,0.0,87.9115,0.0,0.0,27.17470000000001,0.0,184.34379999999996,0.0,16.415599999999998,21.148000000000003,0.0,25.2812,0.0
C000301,replace,1061570.5799999998,26.6355586,95.04567,0.011196000000000001,0.18112899999999998,62.95198,0.96,24768.70621740701,0.0009223338028169024,0.9990776661971831,23.2111,0.0,0.0,0.0,0.0,6.924599999999999,0.0,0.0,0.0,6.9475999999999996,4.2248,0.0,0.0,11.1935,0.0
C000301,scrap,0.0,13.6262843,18.485709999999997,0.05562799999999999,0.472722,13.88619,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9504,0.0,0.0,0.0,0.0,0.0,4.6633,0.0,6.3935
C000321,repair,169202.11000000002,849.4662842,2686.93694,2.2643319999999996,10.614026,1746.66346,0.6597569483568074,15516.727248826293,0.08133423890728694,0.918665761092713,55.656800000000004,26.614699999999996,0.0,86.8669,0.0,0.0,26.063500000000005,0.0,181.51139999999998,0.0,15.8744,20.3079,0.0,24.300400000000003,0.0
C000321,replace,1061680.39,26.7953811,95.60622000000001,0.011286000000000001,0.182291,63.32715,0.96,21945.80837703142,0.0014342847887323957,0.9985657152112676,23.3266,0.0,0.0,0.0,0.0,6.936799999999999,0.0,0.0,0.0,6.9535,4.2833000000000006,0.0,0.0,11.283900000000001,0.0
C000321,scrap,0.0,14.9822879,20.858979999999995,0.060389000000000005,0.5115149999999999,15.700529999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1152,0.0,0.0,0.0,0.0,0.0,5.3307,0.0,7.325900000000001
C000325,repair,148102.65000000002,720.6715111,2281.0963699999998,1.821577,8.499001,1518.94821,0.8,24472.509906103292,0.01921051643192488,0.9807894835680752,50.198,23.350700000000003,0.0,75.26079999999999,0.0,0.0,22.867700000000003,0.0,159.6618,0.0,13.867899999999999,17.896900000000002,0.0,21.9872,0.0
